viewport_frames,current_optimal_res,buffer_health,state,playback_progress,timestamp,has_ads,ads_duration,init_time,network_estimate_kbps,network_activity
1136x639 / 0 dropped of 291Current /,1280x720@24 / 1280x720@24,38.28,8,11.95,1633933331.3814096,False,0,1633933314.150451,25964,0
1136x639 / 0 dropped of 303Current /,1280x720@24 / 1280x720@24,37.78,8,12.45,1633933331.882099,False,0,1633933314.150451,25964,0
1136x639 / 0 dropped of 315Current /,1280x720@24 / 1280x720@24,37.28,8,12.95,1633933332.387085,False,0,1633933314.150451,25964,0
1136x639 / 0 dropped of 327Current /,1280x720@24 / 1280x720@24,36.78,8,13.45,1633933332.9008665,False,0,1633933314.150451,25964,0
1136x639 / 0 dropped of 339Current /,1280x720@24 / 1280x720@24,36.28,8,13.95,1633933333.4002798,False,0,1633933314.150451,25964,0
1136x639 / 0 dropped of 351Current /,1280x720@24 / 1280x720@24,35.78,8,14.45,1633933333.9062073,False,0,1633933314.150451,25964,0
1136x639 / 0 dropped of 363Current /,1280x720@24 / 1280x720@24,35.28,8,14.95,1633933334.4167788,False,0,1633933314.150451,25964,0
1136x639 / 0 dropped of 375Current /,1280x720@24 / 1280x720@24,34.77,8,15.45,1633933334.9264793,False,0,1633933314.150451,25964,0
1136x639 / 0 dropped of 387Current /,1280x720@24 / 1280x720@24,34.27,8,15.95,1633933335.4243126,False,0,1633933314.150451,25964,0
1136x639 / 0 dropped of 399Current /,1280x720@24 / 1280x720@24,33.77,8,16.45,1633933335.9437366,False,0,1633933314.150451,25964,0
1136x639 / 0 dropped of 411Current /,1280x720@24 / 1280x720@24,33.27,8,16.96,1633933336.4377072,False,0,1633933314.150451,25964,0
1136x639 / 0 dropped of 423Current /,1280x720@24 / 1280x720@24,32.76,8,17.46,1633933336.9443645,False,0,1633933314.150451,25964,0
1136x639 / 0 dropped of 435Current /,1280x720@24 / 1280x720@24,32.26,8,17.96,1633933337.4508283,False,0,1633933314.150451,25964,0
1136x639 / 0 dropped of 447Current /,1280x720@24 / 1280x720@24,31.76,8,18.46,1633933337.9631627,False,0,1633933314.150451,25964,0
1136x639 / 0 dropped of 459Current /,1280x720@24 / 1280x720@24,31.77,8,18.96,1633933338.4629188,False,0,1633933314.150451,25964,58
1136x639 / 0 dropped of 471Current /,1280x720@24 / 1280x720@24,31.27,8,19.46,1633933338.9739516,False,0,1633933314.150451,25964,560
1136x639 / 0 dropped of 483Current /,1280x720@24 / 1280x720@24,30.77,8,19.95,1633933339.475595,False,0,1633933314.150451,25964,491
1136x639 / 0 dropped of 495Current /,1280x720@24 / 1280x720@24,59.74,8,20.45,1633933339.979299,False,0,1633933314.150451,16574,0
1136x639 / 0 dropped of 507Current /,1280x720@24 / 1280x720@24,59.24,8,20.95,1633933340.487382,False,0,1633933314.150451,16574,0
1136x639 / 0 dropped of 519Current /,1280x720@24 / 1280x720@24,58.74,8,21.45,1633933340.998702,False,0,1633933314.150451,16574,0
1136x639 / 0 dropped of 531Current /,1280x720@24 / 1280x720@24,58.24,8,21.95,1633933341.499501,False,0,1633933314.150451,16574,0
1136x639 / 0 dropped of 543Current /,1280x720@24 / 1280x720@24,57.74,8,22.45,1633933342.0063105,False,0,1633933314.150451,16574,0
1136x639 / 0 dropped of 555Current /,1280x720@24 / 1280x720@24,57.24,8,22.95,1633933342.5125544,False,0,1633933314.150451,16574,0
1136x639 / 0 dropped of 567Current /,1280x720@24 / 1280x720@24,56.73,8,23.45,1633933343.018958,False,0,1633933314.150451,16574,0
1136x639 / 0 dropped of 579Current /,1280x720@24 / 1280x720@24,56.23,8,23.95,1633933343.525661,False,0,1633933314.150451,16574,0
1136x639 / 0 dropped of 591Current /,1280x720@24 / 1280x720@24,55.73,8,24.46,1633933344.0323644,False,0,1633933314.150451,16574,0
1136x639 / 0 dropped of 603Current /,1280x720@24 / 1280x720@24,55.23,8,24.96,1633933344.5370874,False,0,1633933314.150451,16574,0
1136x639 / 0 dropped of 615Current /,1280x720@24 / 1280x720@24,54.73,8,25.46,1633933345.043676,False,0,1633933314.150451,16574,0
1136x639 / 0 dropped of 627Current /,1280x720@24 / 1280x720@24,54.23,8,25.96,1633933345.5499475,False,0,1633933314.150451,16574,0
1136x639 / 0 dropped of 639Current /,1280x720@24 / 1280x720@24,53.72,8,26.46,1633933346.0561779,False,0,1633933314.150451,16574,0
1136x639 / 0 dropped of 651Current /,1280x720@24 / 1280x720@24,53.22,8,26.97,1633933346.5606892,False,0,1633933314.150451,16574,0
1136x639 / 0 dropped of 663Current /,1280x720@24 / 1280x720@24,52.72,8,27.47,1633933347.0698888,False,0,1633933314.150451,16574,0
1136x639 / 0 dropped of 675Current /,1280x720@24 / 1280x720@24,52.22,8,27.97,1633933347.5756676,False,0,1633933314.150451,16574,0
1136x639 / 0 dropped of 687Current /,1280x720@24 / 1280x720@24,51.72,8,28.47,1633933348.0822134,False,0,1633933314.150451,16574,0
1136x639 / 0 dropped of 699Current /,1280x720@24 / 1280x720@24,51.22,8,28.96,1633933348.5879612,False,0,1633933314.150451,16574,0
1136x639 / 0 dropped of 711Current /,1280x720@24 / 1280x720@24,50.73,8,29.46,1633933349.0943098,False,0,1633933314.150451,16574,0
1136x639 / 0 dropped of 723Current /,1280x720@24 / 1280x720@24,50.23,8,29.96,1633933349.6005597,False,0,1633933314.150451,16574,0
1136x639 / 0 dropped of 735Current /,1280x720@24 / 1280x720@24,49.73,8,30.46,1633933350.107699,False,0,1633933314.150451,16574,0
1136x639 / 0 dropped of 747Current /,1280x720@24 / 1280x720@24,49.23,8,30.95,1633933350.6141112,False,0,1633933314.150451,16574,0
1136x639 / 0 dropped of 759Current /,1280x720@24 / 1280x720@24,48.73,8,31.45,1633933351.1204278,False,0,1633933314.150451,16574,0
1136x639 / 0 dropped of 771Current /,1280x720@24 / 1280x720@24,48.23,8,31.96,1633933351.627267,False,0,1633933314.150451,16574,0
1136x639 / 0 dropped of 783Current /,1280x720@24 / 1280x720@24,47.73,8,32.46,1633933352.1384647,False,0,1633933314.150451,16574,0
1136x639 / 0 dropped of 795Current /,1280x720@24 / 1280x720@24,47.23,8,32.96,1633933352.6458871,False,0,1633933314.150451,16574,0
1136x639 / 0 dropped of 807Current /,1280x720@24 / 1280x720@24,46.73,8,33.46,1633933353.1522202,False,0,1633933314.150451,16574,0
1136x639 / 0 dropped of 819Current /,1280x720@24 / 1280x720@24,48.89,8,33.96,1633933353.6521657,False,0,1633933314.150451,16759,0
1136x639 / 0 dropped of 831Current /,1280x720@24 / 1280x720@24,48.39,8,34.46,1633933354.1661544,False,0,1633933314.150451,16759,0
1136x639 / 0 dropped of 843Current /,1280x720@24 / 1280x720@24,47.89,8,34.96,1633933354.6635354,False,0,1633933314.150451,17396,752
1136x639 / 0 dropped of 855Current /,1280x720@24 / 1280x720@24,74.72,8,35.47,1633933355.169822,False,0,1633933314.150451,21111,0
1136x639 / 0 dropped of 867Current /,1280x720@24 / 1280x720@24,74.22,8,35.97,1633933355.6764119,False,0,1633933314.150451,21111,0
1136x639 / 0 dropped of 879Current /,1280x720@24 / 1280x720@24,73.72,8,36.47,1633933356.1818726,False,0,1633933314.150451,21111,0
1136x639 / 0 dropped of 891Current /,1280x720@24 / 1280x720@24,73.22,8,36.96,1633933356.69613,False,0,1633933314.150451,21111,0
1136x639 / 0 dropped of 903Current /,1280x720@24 / 1280x720@24,72.72,8,37.46,1633933357.200922,False,0,1633933314.150451,21111,0
1136x639 / 0 dropped of 915Current /,1280x720@24 / 1280x720@24,72.23,8,37.96,1633933357.7120283,False,0,1633933314.150451,21111,0
1136x639 / 0 dropped of 927Current /,1280x720@24 / 1280x720@24,71.73,8,38.46,1633933358.215775,False,0,1633933314.150451,21111,0
1136x639 / 0 dropped of 939Current /,1280x720@24 / 1280x720@24,71.23,8,38.96,1633933358.7162526,False,0,1633933314.150451,21111,0
1136x639 / 0 dropped of 951Current /,1280x720@24 / 1280x720@24,70.73,8,39.46,1633933359.2223947,False,0,1633933314.150451,21111,0
1136x639 / 0 dropped of 963Current /,1280x720@24 / 1280x720@24,70.23,8,39.96,1633933359.728995,False,0,1633933314.150451,21111,0
1136x639 / 0 dropped of 975Current /,1280x720@24 / 1280x720@24,69.73,8,40.46,1633933360.2339804,False,0,1633933314.150451,21111,0
1136x639 / 0 dropped of 987Current /,1280x720@24 / 1280x720@24,69.23,8,40.96,1633933360.7407298,False,0,1633933314.150451,21111,0
1136x639 / 0 dropped of 1011Current /,1280x720@24 / 1280x720@24,68.23,8,41.96,1633933361.2534847,False,0,1633933314.150451,21111,0
1136x639 / 0 dropped of 1023Current /,1280x720@24 / 1280x720@24,67.72,8,42.46,1633933361.7527108,False,0,1633933314.150451,21111,0
1136x639 / 0 dropped of 1035Current /,1280x720@24 / 1280x720@24,67.22,8,42.97,1633933362.2591984,False,0,1633933314.150451,21111,0
1136x639 / 0 dropped of 1047Current /,1280x720@24 / 1280x720@24,66.72,8,43.47,1633933362.7657168,False,0,1633933314.150451,21111,0
1136x639 / 0 dropped of 1059Current /,1280x720@24 / 1280x720@24,66.22,8,43.97,1633933363.2708378,False,0,1633933314.150451,21111,0
1136x639 / 0 dropped of 1071Current /,1280x720@24 / 1280x720@24,65.72,8,44.47,1633933363.7779725,False,0,1633933314.150451,21111,0
1136x639 / 0 dropped of 1083Current /,1280x720@24 / 1280x720@24,65.21,8,44.97,1633933364.2898974,False,0,1633933314.150451,21111,0
1136x639 / 0 dropped of 1095Current /,1280x720@24 / 1280x720@24,64.71,8,45.47,1633933364.7910745,False,0,1633933314.150451,21111,0
1136x639 / 0 dropped of 1107Current /,1280x720@24 / 1280x720@24,64.21,8,45.97,1633933365.2988267,False,0,1633933314.150451,21111,0
1136x639 / 0 dropped of 1119Current /,1280x720@24 / 1280x720@24,63.71,8,46.47,1633933365.80548,False,0,1633933314.150451,21111,0
1136x639 / 0 dropped of 1131Current /,1280x720@24 / 1280x720@24,63.21,8,46.97,1633933366.3123386,False,0,1633933314.150451,21111,0
1136x639 / 0 dropped of 1143Current /,1280x720@24 / 1280x720@24,62.71,8,47.47,1633933366.818596,False,0,1633933314.150451,21111,0
1136x639 / 0 dropped of 1155Current /,1280x720@24 / 1280x720@24,62.21,8,47.97,1633933367.324597,False,0,1633933314.150451,21111,0
1136x639 / 0 dropped of 1167Current /,1280x720@24 / 1280x720@24,61.71,8,48.47,1633933367.8312669,False,0,1633933314.150451,21111,0
1136x639 / 0 dropped of 1179Current /,1280x720@24 / 1280x720@24,73.09,8,48.97,1633933368.33795,False,0,1633933314.150451,21142,506
1136x639 / 0 dropped of 1191Current /,1280x720@24 / 1280x720@24,72.59,8,49.47,1633933368.8437238,False,0,1633933314.150451,21142,0
1136x639 / 0 dropped of 1203Current /,1280x720@24 / 1280x720@24,72.09,8,49.96,1633933369.3601098,False,0,1633933314.150451,21142,0
1136x639 / 0 dropped of 1214Current /,1280x720@24 / 1280x720@24,71.59,8,50.46,1633933369.8557541,False,0,1633933314.150451,21142,0
1136x639 / 0 dropped of 1226Current /,1280x720@24 / 1280x720@24,71.09,8,50.96,1633933370.3618667,False,0,1633933314.150451,21142,0
1136x639 / 0 dropped of 1238Current /,1280x720@24 / 1280x720@24,70.59,8,51.46,1633933370.868949,False,0,1633933314.150451,21142,0
1136x639 / 0 dropped of 1250Current /,1280x720@24 / 1280x720@24,70.09,8,51.96,1633933371.3750367,False,0,1633933314.150451,21142,0
1136x639 / 0 dropped of 1262Current /,1280x720@24 / 1280x720@24,69.59,8,52.46,1633933371.8808475,False,0,1633933314.150451,21142,0
1136x639 / 0 dropped of 1274Current /,1280x720@24 / 1280x720@24,69.1,8,52.95,1633933372.3879743,False,0,1633933314.150451,21142,0
1136x639 / 0 dropped of 1286Current /,1280x720@24 / 1280x720@24,68.61,8,53.44,1633933372.8963022,False,0,1633933314.150451,21142,0
1136x639 / 0 dropped of 1298Current /,1280x720@24 / 1280x720@24,68.11,8,53.94,1633933373.4068856,False,0,1633933314.150451,21142,0
1136x639 / 0 dropped of 1310Current /,1280x720@24 / 1280x720@24,67.61,8,54.44,1633933373.908579,False,0,1633933314.150451,21142,0
1136x639 / 0 dropped of 1322Current /,1280x720@24 / 1280x720@24,67.12,8,54.93,1633933374.4230435,False,0,1633933314.150451,21902,896
1136x639 / 0 dropped of 1334Current /,1280x720@24 / 1280x720@24,84.75,8,55.43,1633933374.9266732,False,0,1633933314.150451,21922,0
1136x639 / 0 dropped of 1346Current /,1280x720@24 / 1280x720@24,84.25,8,55.93,1633933375.4308903,False,0,1633933314.150451,21922,0
1136x639 / 0 dropped of 1358Current /,1280x720@24 / 1280x720@24,83.74,8,56.43,1633933375.936513,False,0,1633933314.150451,21922,0
1136x639 / 0 dropped of 1370Current /,1280x720@24 / 1280x720@24,83.24,8,56.93,1633933376.4486434,False,0,1633933314.150451,21922,0
1136x639 / 0 dropped of 1382Current /,1280x720@24 / 1280x720@24,82.74,8,57.43,1633933376.9484665,False,0,1633933314.150451,21922,0
1136x639 / 0 dropped of 1394Current /,1280x720@24 / 1280x720@24,82.25,8,57.93,1633933377.4661214,False,0,1633933314.150451,21922,0
1136x639 / 0 dropped of 1403Current /,1280x720@24 / 1280x720@24,81.75,8,58.43,1633933377.976518,False,0,1633933314.150451,21922,0
1136x639 / 0 dropped of 1415Current /,1280x720@24 / 1280x720@24,81.25,8,58.93,1633933378.479447,False,0,1633933314.150451,21922,0
1136x639 / 0 dropped of 1427Current /,1280x720@24 / 1280x720@24,80.75,8,59.43,1633933378.9729197,False,0,1633933314.150451,21922,0
1136x639 / 1 dropped of 1440Current /,1280x720@24 / 1280x720@24,80.24,8,59.93,1633933379.4771225,False,0,1633933314.150451,21922,0
1136x639 / 1 dropped of 1452Current /,1280x720@24 / 1280x720@24,79.75,8,60.42,1633933379.9852443,False,0,1633933314.150451,21922,0
1136x639 / 1 dropped of 1464Current /,1280x720@24 / 1280x720@24,79.25,8,60.91,1633933380.4917562,False,0,1633933314.150451,21922,0
1136x639 / 1 dropped of 1476Current /,1280x720@24 / 1280x720@24,78.76,8,61.41,1633933380.9959707,False,0,1633933314.150451,21922,0
1136x639 / 1 dropped of 1489Current /,1280x720@24 / 1280x720@24,78.25,8,61.92,1633933381.5303185,False,0,1633933314.150451,21922,0
1136x639 / 1 dropped of 1501Current /,1280x720@24 / 1280x720@24,77.75,8,62.42,1633933382.0101364,False,0,1633933314.150451,21922,0
1136x639 / 1 dropped of 1513Current /,1280x720@24 / 1280x720@24,77.25,8,62.92,1633933382.5181608,False,0,1633933314.150451,21922,0
1136x639 / 1 dropped of 1525Current /,1280x720@24 / 1280x720@24,76.75,8,63.42,1633933383.0277905,False,0,1633933314.150451,21922,0
1136x639 / 1 dropped of 1534Current /,1280x720@24 / 1280x720@24,76.25,8,63.92,1633933383.5418375,False,0,1633933314.150451,21922,0
1136x639 / 1 dropped of 1548Current /,1280x720@24 / 1280x720@24,104.67,8,64.41,1633933384.0431108,False,0,1633933314.150451,23706,0
1136x639 / 3 dropped of 1560Current /,1280x720@24 / 1280x720@24,104.18,8,64.9,1633933384.5697823,False,0,1633933314.150451,23706,0
1136x639 / 3 dropped of 1572Current /,1280x720@24 / 1280x720@24,103.69,8,65.4,1633933385.0703425,False,0,1633933314.150451,23706,0
1136x639 / 3 dropped of 1584Current /,1280x720@24 / 1280x720@24,103.2,8,65.89,1633933385.5630085,False,0,1633933314.150451,23706,0
1136x639 / 3 dropped of 1596Current /,1280x720@24 / 1280x720@24,102.7,8,66.38,1633933386.0706053,False,0,1633933314.150451,23706,0
1136x639 / 3 dropped of 1608Current /,1280x720@24 / 1280x720@24,102.21,8,66.88,1633933386.57589,False,0,1633933314.150451,23706,0
1136x639 / 3 dropped of 1620Current /,1280x720@24 / 1280x720@24,101.71,8,67.37,1633933387.082171,False,0,1633933314.150451,23706,0
1136x639 / 3 dropped of 1632Current /,1280x720@24 / 1280x720@24,101.21,8,67.87,1633933387.5953057,False,0,1633933314.150451,23706,0
1136x639 / 3 dropped of 1644Current /,1280x720@24 / 1280x720@24,100.72,8,68.37,1633933388.1008177,False,0,1633933314.150451,23706,0
1136x639 / 3 dropped of 1656Current /,1280x720@24 / 1280x720@24,100.22,8,68.87,1633933388.6089458,False,0,1633933314.150451,23706,0
1136x639 / 3 dropped of 1668Current /,1280x720@24 / 1280x720@24,99.72,8,69.37,1633933389.1146345,False,0,1633933314.150451,23706,0
1136x639 / 3 dropped of 1680Current /,1280x720@24 / 1280x720@24,99.22,8,69.87,1633933389.6166553,False,0,1633933314.150451,23706,0
1136x639 / 3 dropped of 1692Current /,1280x720@24 / 1280x720@24,98.73,8,70.36,1633933390.1311624,False,0,1633933314.150451,23706,0
1136x639 / 3 dropped of 1704Current /,1280x720@24 / 1280x720@24,98.23,8,70.86,1633933390.628614,False,0,1633933314.150451,23706,0
1136x639 / 3 dropped of 1716Current /,1280x720@24 / 1280x720@24,97.72,8,71.36,1633933391.1350338,False,0,1633933314.150451,23706,0
1136x639 / 3 dropped of 1727Current /,1280x720@24 / 1280x720@24,97.23,8,71.86,1633933391.6505115,False,0,1633933314.150451,23706,0
1136x639 / 3 dropped of 1739Current /,1280x720@24 / 1280x720@24,96.73,8,72.36,1633933392.153688,False,0,1633933314.150451,23706,0
1136x639 / 3 dropped of 1751Current /,1280x720@24 / 1280x720@24,96.23,8,72.85,1633933392.6596348,False,0,1633933314.150451,23706,0
1136x639 / 3 dropped of 1763Current /,1280x720@24 / 1280x720@24,95.73,8,73.35,1633933393.159917,False,0,1633933314.150451,23706,0
1136x639 / 3 dropped of 1775Current /,1280x720@24 / 1280x720@24,95.23,8,73.86,1633933393.6763582,False,0,1633933314.150451,23706,0
1136x639 / 3 dropped of 1787Current /,1280x720@24 / 1280x720@24,94.73,8,74.36,1633933394.1693118,False,0,1633933314.150451,23706,0
1136x639 / 3 dropped of 1799Current /,1280x720@24 / 1280x720@24,94.23,8,74.85,1633933394.6779,False,0,1633933314.150451,23706,0
1136x639 / 3 dropped of 1811Current /,1280x720@24 / 1280x720@24,93.73,8,75.35,1633933395.1832118,False,0,1633933314.150451,23706,0
1136x639 / 3 dropped of 1823Current /,1280x720@24 / 1280x720@24,93.23,8,75.85,1633933395.6911688,False,0,1633933314.150451,23706,0
1136x639 / 3 dropped of 1835Current /,1280x720@24 / 1280x720@24,92.73,8,76.35,1633933396.1976671,False,0,1633933314.150451,23706,0
1136x639 / 3 dropped of 1847Current /,1280x720@24 / 1280x720@24,92.23,8,76.86,1633933396.7096217,False,0,1633933314.150451,23706,0
1136x639 / 3 dropped of 1859Current /,1280x720@24 / 1280x720@24,91.73,8,77.36,1633933397.2103915,False,0,1633933314.150451,23706,0
1136x639 / 3 dropped of 1871Current /,1280x720@24 / 1280x720@24,95.47,8,77.86,1633933397.7181745,False,0,1633933314.150451,23685,152
1136x639 / 3 dropped of 1883Current /,1280x720@24 / 1280x720@24,94.97,8,78.35,1633933398.221846,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 1895Current /,1280x720@24 / 1280x720@24,94.47,8,78.85,1633933398.7309666,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 1907Current /,1280x720@24 / 1280x720@24,93.97,8,79.35,1633933399.2354188,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 1919Current /,1280x720@24 / 1280x720@24,93.47,8,79.86,1633933399.741587,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 1931Current /,1280x720@24 / 1280x720@24,92.97,8,80.36,1633933400.2477775,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 1943Current /,1280x720@24 / 1280x720@24,92.47,8,80.86,1633933400.7533581,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 1955Current /,1280x720@24 / 1280x720@24,91.97,8,81.36,1633933401.2659721,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 1967Current /,1280x720@24 / 1280x720@24,91.47,8,81.85,1633933401.766716,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 1979Current /,1280x720@24 / 1280x720@24,90.97,8,82.35,1633933402.2732441,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 1991Current /,1280x720@24 / 1280x720@24,90.48,8,82.85,1633933402.7787268,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 2003Current /,1280x720@24 / 1280x720@24,89.98,8,83.35,1633933403.2847733,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 2015Current /,1280x720@24 / 1280x720@24,89.48,8,83.85,1633933403.7967093,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 2027Current /,1280x720@24 / 1280x720@24,88.98,8,84.35,1633933404.2996526,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 2039Current /,1280x720@24 / 1280x720@24,88.48,8,84.85,1633933404.8123608,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 2051Current /,1280x720@24 / 1280x720@24,87.97,8,85.35,1633933405.3151662,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 2063Current /,1280x720@24 / 1280x720@24,87.47,8,85.85,1633933405.8281035,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 2075Current /,1280x720@24 / 1280x720@24,86.97,8,86.35,1633933406.3293545,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 2087Current /,1280x720@24 / 1280x720@24,86.47,8,86.85,1633933406.8408835,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 2099Current /,1280x720@24 / 1280x720@24,85.97,8,87.35,1633933407.340863,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 2123Current /,1280x720@24 / 1280x720@24,84.97,8,88.36,1633933407.8491292,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 2135Current /,1280x720@24 / 1280x720@24,84.47,8,88.86,1633933408.354462,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 2147Current /,1280x720@24 / 1280x720@24,83.96,8,89.36,1633933408.860822,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 2159Current /,1280x720@24 / 1280x720@24,83.46,8,89.86,1633933409.3778493,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 2171Current /,1280x720@24 / 1280x720@24,82.96,8,90.36,1633933409.8771946,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 2183Current /,1280x720@24 / 1280x720@24,82.46,8,90.86,1633933410.3759727,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 2195Current /,1280x720@24 / 1280x720@24,81.96,8,91.36,1633933410.8850958,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 2207Current /,1280x720@24 / 1280x720@24,81.46,8,91.87,1633933411.3919134,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 2219Current /,1280x720@24 / 1280x720@24,80.95,8,92.37,1633933411.8916316,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 2231Current /,1280x720@24 / 1280x720@24,80.45,8,92.87,1633933412.4097729,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 2243Current /,1280x720@24 / 1280x720@24,79.95,8,93.36,1633933412.909866,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 2255Current /,1280x720@24 / 1280x720@24,79.46,8,93.86,1633933413.416251,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 2267Current /,1280x720@24 / 1280x720@24,78.96,8,94.36,1633933413.9226022,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 2279Current /,1280x720@24 / 1280x720@24,78.46,8,94.85,1633933414.4303844,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 2291Current /,1280x720@24 / 1280x720@24,77.97,8,95.34,1633933414.938999,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 2303Current /,1280x720@24 / 1280x720@24,77.47,8,95.84,1633933415.4411442,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 2314Current /,1280x720@24 / 1280x720@24,76.98,8,96.33,1633933415.9562728,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 2326Current /,1280x720@24 / 1280x720@24,76.49,8,96.83,1633933416.453992,False,0,1633933314.150451,23685,0
1136x639 / 3 dropped of 2338Current /,1280x720@24 / 1280x720@24,75.99,8,97.33,1633933416.9597259,False,0,1633933314.150451,23685,0
