viewport_frames,current_optimal_res,buffer_health,state,playback_progress,timestamp,has_ads,ads_duration,init_time,network_estimate_kbps,network_activity
1136x639 / 0 dropped of 2310Current /,1280x720@24 / 1280x720@24,77.12,8,96.16,1633933239.652663,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2322Current /,1280x720@24 / 1280x720@24,76.63,8,96.66,1633933240.1669686,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2334Current /,1280x720@24 / 1280x720@24,76.13,8,97.15,1633933240.6690292,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2346Current /,1280x720@24 / 1280x720@24,75.63,8,97.65,1633933241.1712344,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2358Current /,1280x720@24 / 1280x720@24,75.13,8,98.15,1633933241.6769185,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2370Current /,1280x720@24 / 1280x720@24,74.63,8,98.65,1633933242.1839244,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2382Current /,1280x720@24 / 1280x720@24,74.13,8,99.14,1633933242.6922975,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2393Current /,1280x720@24 / 1280x720@24,73.64,8,99.64,1633933243.198767,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2405Current /,1280x720@24 / 1280x720@24,73.14,8,100.13,1633933243.7039874,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2417Current /,1280x720@24 / 1280x720@24,72.64,8,100.63,1633933244.2100239,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2430Current /,1280x720@24 / 1280x720@24,72.14,8,101.14,1633933244.717511,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2442Current /,1280x720@24 / 1280x720@24,71.64,8,101.63,1633933245.2289824,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2454Current /,1280x720@24 / 1280x720@24,71.14,8,102.14,1633933245.731659,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2466Current /,1280x720@24 / 1280x720@24,70.64,8,102.64,1633933246.2386482,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2478Current /,1280x720@24 / 1280x720@24,70.14,8,103.14,1633933246.756698,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2489Current /,1280x720@24 / 1280x720@24,69.64,8,103.63,1633933247.258841,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2501Current /,1280x720@24 / 1280x720@24,69.15,8,104.13,1633933247.7564366,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2513Current /,1280x720@24 / 1280x720@24,68.65,8,104.63,1633933248.264777,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2525Current /,1280x720@24 / 1280x720@24,68.15,8,105.12,1633933248.7706494,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2537Current /,1280x720@24 / 1280x720@24,67.65,8,105.62,1633933249.2815435,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2549Current /,1280x720@24 / 1280x720@24,67.15,8,106.12,1633933249.78366,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2561Current /,1280x720@24 / 1280x720@24,66.66,8,106.62,1633933250.3026161,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2573Current /,1280x720@24 / 1280x720@24,66.16,8,107.12,1633933250.7954926,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2585Current /,1280x720@24 / 1280x720@24,65.66,8,107.61,1633933251.3018765,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2597Current /,1280x720@24 / 1280x720@24,65.16,8,108.11,1633933251.8202207,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2608Current /,1280x720@24 / 1280x720@24,64.66,8,108.61,1633933252.3185086,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2620Current /,1280x720@24 / 1280x720@24,64.16,8,109.11,1633933252.8325675,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2633Current /,1280x720@24 / 1280x720@24,63.67,8,109.61,1633933253.3336535,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2645Current /,1280x720@24 / 1280x720@24,63.17,8,110.11,1633933253.8477626,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2657Current /,1280x720@24 / 1280x720@24,62.67,8,110.61,1633933254.3457854,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2669Current /,1280x720@24 / 1280x720@24,62.17,8,111.1,1633933254.859649,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2680Current /,1280x720@24 / 1280x720@24,61.67,8,111.6,1633933255.361137,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2692Current /,1280x720@24 / 1280x720@24,61.17,8,112.1,1633933255.8685894,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2704Current /,1280x720@24 / 1280x720@24,60.67,8,112.6,1633933256.3832054,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2716Current /,1280x720@24 / 1280x720@24,60.17,8,113.1,1633933256.8824832,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2728Current /,1280x720@24 / 1280x720@24,59.67,8,113.6,1633933257.3883,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2740Current /,1280x720@24 / 1280x720@24,59.17,8,114.1,1633933257.900479,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2752Current /,1280x720@24 / 1280x720@24,58.66,8,114.61,1633933258.401288,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2764Current /,1280x720@24 / 1280x720@24,58.16,8,115.11,1633933258.9127424,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2776Current /,1280x720@24 / 1280x720@24,57.66,8,115.61,1633933259.412962,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2788Current /,1280x720@24 / 1280x720@24,57.16,8,116.11,1633933259.9186597,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2800Current /,1280x720@24 / 1280x720@24,56.66,8,116.61,1633933260.4326835,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2812Current /,1280x720@24 / 1280x720@24,56.16,8,117.11,1633933260.9330459,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2824Current /,1280x720@24 / 1280x720@24,55.65,8,117.62,1633933261.4437146,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2836Current /,1280x720@24 / 1280x720@24,55.15,8,118.12,1633933261.944529,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2848Current /,1280x720@24 / 1280x720@24,54.65,8,118.62,1633933262.4508247,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2860Current /,1280x720@24 / 1280x720@24,54.15,8,119.12,1633933262.95739,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2873Current /,1280x720@24 / 1280x720@24,53.65,8,119.62,1633933263.462366,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2885Current /,1280x720@24 / 1280x720@24,53.15,8,120.12,1633933263.9704905,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2897Current /,1280x720@24 / 1280x720@24,52.64,8,120.62,1633933264.4833379,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2909Current /,1280x720@24 / 1280x720@24,52.14,8,121.12,1633933264.9831018,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2920Current /,1280x720@24 / 1280x720@24,51.64,8,121.62,1633933265.496402,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2933Current /,1280x720@24 / 1280x720@24,51.14,8,122.13,1633933265.994208,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2957Current /,1280x720@24 / 1280x720@24,50.14,8,123.12,1633933266.5135279,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2968Current /,1280x720@24 / 1280x720@24,49.65,8,123.62,1633933267.0130727,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2980Current /,1280x720@24 / 1280x720@24,49.15,8,124.12,1633933267.512576,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 2992Current /,1280x720@24 / 1280x720@24,48.65,8,124.62,1633933268.019704,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3004Current /,1280x720@24 / 1280x720@24,48.15,8,125.11,1633933268.5332117,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3016Current /,1280x720@24 / 1280x720@24,47.65,8,125.62,1633933269.0301025,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3028Current /,1280x720@24 / 1280x720@24,47.15,8,126.11,1633933269.544377,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3040Current /,1280x720@24 / 1280x720@24,46.65,8,126.61,1633933270.050125,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3052Current /,1280x720@24 / 1280x720@24,46.15,8,127.11,1633933270.5504608,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3064Current /,1280x720@24 / 1280x720@24,45.65,8,127.61,1633933271.0627854,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3076Current /,1280x720@24 / 1280x720@24,45.16,8,128.1,1633933271.5638072,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3088Current /,1280x720@24 / 1280x720@24,44.66,8,128.6,1633933272.070936,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3100Current /,1280x720@24 / 1280x720@24,44.16,8,129.1,1633933272.5762355,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3112Current /,1280x720@24 / 1280x720@24,43.66,8,129.6,1633933273.0825963,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3124Current /,1280x720@24 / 1280x720@24,43.16,8,130.1,1633933273.5882096,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3136Current /,1280x720@24 / 1280x720@24,42.66,8,130.6,1633933274.0949097,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3148Current /,1280x720@24 / 1280x720@24,42.16,8,131.11,1633933274.6006696,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3160Current /,1280x720@24 / 1280x720@24,41.66,8,131.6,1633933275.1077256,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3172Current /,1280x720@24 / 1280x720@24,41.16,8,132.11,1633933275.614976,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3184Current /,1280x720@24 / 1280x720@24,40.65,8,132.61,1633933276.1283097,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3196Current /,1280x720@24 / 1280x720@24,40.15,8,133.11,1633933276.6282785,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3208Current /,1280x720@24 / 1280x720@24,39.65,8,133.61,1633933277.1351728,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3220Current /,1280x720@24 / 1280x720@24,39.16,8,134.11,1633933277.6427455,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3232Current /,1280x720@24 / 1280x720@24,38.66,8,134.61,1633933278.1483238,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3244Current /,1280x720@24 / 1280x720@24,38.16,8,135.11,1633933278.653648,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3256Current /,1280x720@24 / 1280x720@24,37.66,8,135.61,1633933279.1670027,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3268Current /,1280x720@24 / 1280x720@24,37.16,8,136.11,1633933279.669009,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3280Current /,1280x720@24 / 1280x720@24,36.66,8,136.61,1633933280.180349,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3292Current /,1280x720@24 / 1280x720@24,36.16,8,137.11,1633933280.682508,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3304Current /,1280x720@24 / 1280x720@24,35.66,8,137.6,1633933281.1884055,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3316Current /,1280x720@24 / 1280x720@24,35.16,8,138.1,1633933281.7001758,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3327Current /,1280x720@24 / 1280x720@24,34.67,8,138.59,1633933282.2008545,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3339Current /,1280x720@24 / 1280x720@24,34.17,8,139.09,1633933282.7145813,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3351Current /,1280x720@24 / 1280x720@24,33.67,8,139.59,1633933283.2131662,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3363Current /,1280x720@24 / 1280x720@24,33.17,8,140.09,1633933283.7208133,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3375Current /,1280x720@24 / 1280x720@24,32.67,8,140.59,1633933284.2340066,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3387Current /,1280x720@24 / 1280x720@24,32.17,8,141.09,1633933284.732966,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3399Current /,1280x720@24 / 1280x720@24,31.67,8,141.59,1633933285.2456665,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3411Current /,1280x720@24 / 1280x720@24,31.17,8,142.09,1633933285.74547,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3423Current /,1280x720@24 / 1280x720@24,30.67,8,142.6,1633933286.2573462,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3435Current /,1280x720@24 / 1280x720@24,30.16,8,143.1,1633933286.7582633,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3448Current /,1280x720@24 / 1280x720@24,29.66,8,143.6,1633933287.263327,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3459Current /,1280x720@24 / 1280x720@24,29.17,8,144.09,1633933287.7691157,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3471Current /,1280x720@24 / 1280x720@24,28.67,8,144.59,1633933288.2807584,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3483Current /,1280x720@24 / 1280x720@24,28.18,8,145.08,1633933288.7815824,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3495Current /,1280x720@24 / 1280x720@24,27.67,8,145.59,1633933289.2875211,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3507Current /,1280x720@24 / 1280x720@24,27.17,8,146.09,1633933289.801602,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3519Current /,1280x720@24 / 1280x720@24,26.67,8,146.59,1633933290.3019507,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3531Current /,1280x720@24 / 1280x720@24,26.17,8,147.09,1633933290.8183208,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3543Current /,1280x720@24 / 1280x720@24,25.67,8,147.59,1633933291.313608,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3555Current /,1280x720@24 / 1280x720@24,25.17,8,148.09,1633933291.819759,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3567Current /,1280x720@24 / 1280x720@24,24.66,8,148.6,1633933292.3264568,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3579Current /,1280x720@24 / 1280x720@24,24.16,8,149.1,1633933292.8328223,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3591Current /,1280x720@24 / 1280x720@24,23.66,8,149.6,1633933293.3386412,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3603Current /,1280x720@24 / 1280x720@24,23.16,8,150.1,1633933293.8457453,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3615Current /,1280x720@24 / 1280x720@24,22.65,8,150.6,1633933294.360265,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3627Current /,1280x720@24 / 1280x720@24,22.15,8,151.1,1633933294.8579853,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3639Current /,1280x720@24 / 1280x720@24,21.65,8,151.6,1633933295.3651955,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3651Current /,1280x720@24 / 1280x720@24,21.15,8,152.11,1633933295.8779612,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3663Current /,1280x720@24 / 1280x720@24,20.65,8,152.61,1633933296.3790655,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3675Current /,1280x720@24 / 1280x720@24,20.15,8,153.1,1633933296.892082,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3687Current /,1280x720@24 / 1280x720@24,19.65,8,153.6,1633933297.3923688,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3699Current /,1280x720@24 / 1280x720@24,19.15,8,154.1,1633933297.8995261,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3711Current /,1280x720@24 / 1280x720@24,18.66,8,154.59,1633933298.4041085,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3723Current /,1280x720@24 / 1280x720@24,18.18,8,155.08,1633933298.9115212,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3735Current /,1280x720@24 / 1280x720@24,17.68,8,155.57,1633933299.4189565,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3746Current /,1280x720@24 / 1280x720@24,17.19,8,156.07,1633933299.9256732,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3758Current /,1280x720@24 / 1280x720@24,16.7,8,156.56,1633933300.4324677,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3770Current /,1280x720@24 / 1280x720@24,16.2,8,157.05,1633933300.9378412,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3782Current /,1280x720@24 / 1280x720@24,15.7,8,157.55,1633933301.4525375,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3794Current /,1280x720@24 / 1280x720@24,15.2,8,158.05,1633933301.9681585,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3806Current /,1280x720@24 / 1280x720@24,14.71,8,158.54,1633933302.4740415,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3818Current /,1280x720@24 / 1280x720@24,14.21,8,159.05,1633933302.9800138,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3830Current /,1280x720@24 / 1280x720@24,13.7,8,159.55,1633933303.4870343,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3842Current /,1280x720@24 / 1280x720@24,13.2,8,160.05,1633933303.9927,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3854Current /,1280x720@24 / 1280x720@24,12.71,8,160.54,1633933304.4980443,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3866Current /,1280x720@24 / 1280x720@24,12.21,8,161.04,1633933305.003451,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3878Current /,1280x720@24 / 1280x720@24,11.71,8,161.54,1633933305.5102997,False,0,1633933138.0336971,23268,0
1136x639 / 0 dropped of 3890Current /,1280x720@24 / 1280x720@24,11.22,8,162.04,1633933306.017821,False,0,1633933138.0336971,23268,0
