 Date and time       , Frames ,  Bytes ,  BYTES ,                 
 2021-11-30 10:40:31 ,    174 , 155306 , 155306 ,                 
 2021-11-30 10:40:32 ,    108 ,  83500 ,  83500 ,                 
 2021-11-30 10:40:33 ,    124 ,  91696 ,  91696 ,                 
 2021-11-30 10:40:34 ,    166 , 148220 , 148220 ,                 
 2021-11-30 10:40:35 ,     41 ,  15597 ,  15597 ,                 
 2021-11-30 10:40:36 ,    135 , 135702 , 135702 ,                 
 2021-11-30 10:40:37 ,     97 , 133500 , 133500 ,                 
 2021-11-30 10:40:38 ,     53 ,  66921 ,  66921 ,                 
 2021-11-30 10:40:39 ,    107 , 140637 , 140637 ,                 
 2021-11-30 10:40:40 ,     92 , 113816 , 113816 ,                 
 2021-11-30 10:40:41 ,     90 ,  84837 ,  84837 ,                 
 2021-11-30 10:40:42 ,    114 , 133781 , 133733 ,                 
 2021-11-30 10:40:43 ,     99 , 134110 , 134110 ,                 
 2021-11-30 10:40:44 ,     55 ,  67696 ,  67696 ,                 
 2021-11-30 10:40:45 ,    102 , 137245 , 137245 ,                 
 2021-11-30 10:40:46 ,    109 , 134199 , 134199 ,                 
 2021-11-30 10:40:47 ,     48 ,  66200 ,  66200 ,                 
 2021-11-30 10:40:48 ,     99 , 133560 , 133560 ,                 
 2021-11-30 10:40:49 ,     49 ,  67280 ,  67280 ,                 
 2021-11-30 10:40:50 ,     97 , 132440 , 132440 ,                 
 2021-11-30 10:40:51 ,    102 , 133812 , 133812 ,                 
 2021-11-30 10:40:52 ,     15 ,  10725 ,  10725 ,                 
 2021-11-30 10:40:53 ,     32 ,  14452 ,  14452 ,                 
 2021-11-30 10:40:54 ,     35 ,   7452 ,   7452 ,                 
 2021-11-30 10:40:55 ,     12 ,   1966 ,   1966 ,                 
 2021-11-30 10:40:56 ,     42 ,  13343 ,  13343 ,                 
 2021-11-30 10:40:57 ,     32 ,  22178 ,  22178 ,                 
 2021-11-30 10:40:58 ,     70 ,  68688 ,  68688 ,                 
 2021-11-30 10:40:59 ,    188 , 142736 , 142688 ,                 
 2021-11-30 10:41:00 ,    141 , 124962 , 124962 ,                 
 2021-11-30 10:41:01 ,    242 , 178591 , 178591 ,                 
 2021-11-30 10:41:02 ,    360 , 275546 , 275546 ,                 
 2021-11-30 10:41:03 ,    236 , 202280 , 202280 ,                 
 2021-11-30 10:41:04 ,    187 , 201360 , 201360 ,                 
 2021-11-30 10:41:05 ,    283 , 270520 , 270520 ,                 
 2021-11-30 10:41:06 ,     83 ,  84113 ,  84113 ,                 
 2021-11-30 10:41:07 ,     94 , 133360 , 133360 ,                 
 2021-11-30 10:41:08 ,     95 , 133400 , 133400 ,                 
 2021-11-30 10:41:09 ,     48 ,  67240 ,  67240 ,                 
 2021-11-30 10:41:10 ,     98 , 134008 , 134008 ,                 
 2021-11-30 10:41:11 ,    189 , 200732 , 200732 ,                 
 2021-11-30 10:41:12 ,    144 , 178511 , 178511 ,                 
 2021-11-30 10:41:13 ,    189 , 230391 , 230391 ,                 
 2021-11-30 10:41:14 ,    232 , 278163 , 278163 ,                 
 2021-11-30 10:41:15 ,    140 , 178325 , 178325 ,                 
 2021-11-30 10:41:16 ,    169 , 221260 , 221260 ,                 
 2021-11-30 10:41:17 ,    197 , 264620 , 264620 ,                 
 2021-11-30 10:41:18 ,    132 , 178540 , 178540 ,                 
 2021-11-30 10:41:19 ,    167 , 220140 , 220140 ,                 
 2021-11-30 10:41:20 ,    206 , 267460 , 267460 ,                 
 2021-11-30 10:41:21 ,    125 , 153334 , 153334 ,                 
 2021-11-30 10:41:22 ,    171 , 210121 , 210121 ,                 
 2021-11-30 10:41:23 ,    226 , 269438 , 269438 ,                 
 2021-11-30 10:41:24 ,    151 , 198988 , 198988 ,                 
 2021-11-30 10:41:25 ,    154 , 199764 , 199764 ,                 
 2021-11-30 10:41:26 ,    136 , 167595 , 167595 ,                 
 2021-11-30 10:41:27 ,     65 ,  83920 ,  83920 ,                 
 2021-11-30 10:41:28 ,     99 , 132140 , 132140 ,                 
 2021-11-30 10:41:29 ,     54 ,  67860 ,  67860 ,                 
 2021-11-30 10:41:30 ,    101 , 134020 , 134020 ,                 
 2021-11-30 10:41:31 ,    163 , 199876 , 199876 ,                 
 2021-11-30 10:41:32 ,    153 , 200500 , 200500 ,                 
 2021-11-30 10:41:33 ,    205 , 263900 , 263900 ,                 
 2021-11-30 10:41:34 ,    151 , 200948 , 200948 ,                 
 2021-11-30 10:41:35 ,    146 , 192952 , 192952 ,                 
 2021-11-30 10:41:36 ,    101 , 131180 , 131180 ,                 
 2021-11-30 10:41:37 ,    100 , 133608 , 133560 ,                 
 2021-11-30 10:41:38 ,     51 ,  66320 ,  66320 ,                 
 2021-11-30 10:41:39 ,    103 , 133720 , 133720 ,                 
 2021-11-30 10:41:40 ,     99 , 132520 , 132520 ,                 
 2021-11-30 10:41:41 ,     49 ,  66240 ,  66240 ,                 
 2021-11-30 10:41:42 ,    101 , 133640 , 133640 ,                 
 2021-11-30 10:41:43 ,    102 , 132640 , 132640 ,                 
 2021-11-30 10:41:44 ,     52 ,  67440 ,  67440 ,                 
 2021-11-30 10:41:45 ,    116 , 137102 , 137102 ,                 
 2021-11-30 10:41:46 ,    126 , 146264 , 146264 ,                 
 2021-11-30 10:41:47 ,     72 ,  68950 ,  68950 ,                 
 2021-11-30 10:41:48 ,    104 , 133281 , 133281 ,                 
 2021-11-30 10:41:49 ,    114 , 141869 , 141869 ,                 
 2021-11-30 10:41:50 ,     85 ,  82718 ,  82718 ,                 
 2021-11-30 10:41:51 ,    152 , 178660 , 178660 ,                 
 2021-11-30 10:41:52 ,    153 , 169784 , 169784 ,                 
 2021-11-30 10:41:53 ,    250 , 206844 , 206844 ,                 
 2021-11-30 10:41:54 ,    212 , 197750 , 197750 ,                 
 2021-11-30 10:41:55 ,    297 , 274806 , 274806 ,                 
 2021-11-30 10:41:56 ,    182 , 151989 , 151989 ,                 
 2021-11-30 10:41:57 ,    115 , 122796 , 122796 ,                 
 2021-11-30 10:41:58 ,      3 ,    214 ,    214 ,                 
 2021-11-30 10:41:59 ,     24 ,   7722 ,   7722 ,                 
 2021-11-30 10:42:00 ,     25 ,   6819 ,   6819 ,                 
 2021-11-30 10:42:01 ,     20 ,   2637 ,   2637 ,                 
 2021-11-30 10:42:02 ,      0 ,      0 ,      0 ,                 
 2021-11-30 10:42:03 ,      0 ,      0 ,      0 ,                 
 2021-11-30 10:42:04 ,      0 ,      0 ,      0 ,                 
 2021-11-30 10:42:05 ,      1 ,     40 ,     40 ,                 
 2021-11-30 10:42:06 ,      3 ,    120 ,    120 ,                 
 2021-11-30 10:42:07 ,      0 ,      0 ,      0 ,                 
 2021-11-30 10:42:08 ,      0 ,      0 ,      0 ,                 
 2021-11-30 10:42:09 ,      0 ,      0 ,      0 ,                 
 2021-11-30 10:42:10 ,      0 ,      0 ,      0 ,                 
 2021-11-30 10:42:11 ,      0 ,      0 ,      0 ,                 
 2021-11-30 10:42:12 ,      0 ,      0 ,      0 ,                 
 2021-11-30 10:42:13 ,      0 ,      0 ,      0 ,                 
 2021-11-30 10:42:14 ,      3 ,    168 ,    120 ,                 
 2021-11-30 10:42:15 ,     15 ,   4502 ,   4502 ,                 
 2021-11-30 10:42:16 ,     25 ,  12626 ,  12626 ,                 
 2021-11-30 10:42:17 ,     20 ,   2590 ,   2590 ,                 
 2021-11-30 10:42:18 ,      0 ,      0 ,      0 ,                 
 2021-11-30 10:42:19 ,      0 ,      0 ,      0 ,                 
 2021-11-30 10:42:20 ,      4 ,    304 ,    304 ,                 
 2021-11-30 10:42:21 ,     14 ,   1602 ,   1602 ,                 
