 Date and time       , Frames ,  Bytes ,  BYTES ,                 
 2021-11-30 10:26:43 ,    229 , 148886 , 148886 ,                 
 2021-11-30 10:26:44 ,     63 ,  28828 ,  28828 ,                 
 2021-11-30 10:26:45 ,    126 ,  44707 ,  44707 ,                 
 2021-11-30 10:26:46 ,     99 ,  83685 ,  83685 ,                 
 2021-11-30 10:26:47 ,    150 ,  74415 ,  74415 ,                 
 2021-11-30 10:26:48 ,    134 ,  77268 ,  77268 ,                 
 2021-11-30 10:26:49 ,    211 , 147628 , 147628 ,                 
 2021-11-30 10:26:50 ,    151 ,  73331 ,  73331 ,                 
 2021-11-30 10:26:51 ,    225 , 148356 , 148356 ,                 
 2021-11-30 10:26:52 ,    192 , 131493 , 131493 ,                 
 2021-11-30 10:26:53 ,    154 , 118742 , 118742 ,                 
 2021-11-30 10:26:54 ,     42 ,  37649 ,  37649 ,                 
 2021-11-30 10:26:55 ,     76 ,  68678 ,  68678 ,                 
 2021-11-30 10:26:56 ,    103 , 132812 , 132812 ,                 
 2021-11-30 10:26:57 ,    103 , 137130 , 137082 ,                 
 2021-11-30 10:26:58 ,     59 ,  67019 ,  66971 ,                 
 2021-11-30 10:26:59 ,     98 , 132564 , 132564 ,                 
 2021-11-30 10:27:00 ,    107 , 134052 , 134052 ,                 
 2021-11-30 10:27:01 ,     44 ,  37883 ,  37883 ,                 
 2021-11-30 10:27:02 ,     57 ,  26928 ,  26928 ,                 
 2021-11-30 10:27:03 ,     49 ,   9417 ,   9417 ,                 
 2021-11-30 10:27:04 ,      6 ,    625 ,    625 ,                 
 2021-11-30 10:27:05 ,     50 ,  13945 ,  13945 ,                 
 2021-11-30 10:27:06 ,     33 ,  24513 ,  24513 ,                 
 2021-11-30 10:27:07 ,     80 ,  77559 ,  77559 ,                 
 2021-11-30 10:27:08 ,    200 , 163180 , 163180 ,                 
 2021-11-30 10:27:09 ,    137 , 104522 , 104522 ,                 
 2021-11-30 10:27:10 ,    373 , 271242 , 271242 ,                 
 2021-11-30 10:27:11 ,    388 , 282694 , 282694 ,                 
 2021-11-30 10:27:12 ,    168 , 141000 , 141000 ,                 
 2021-11-30 10:27:13 ,    316 , 282725 , 282725 ,                 
 2021-11-30 10:27:14 ,    152 , 179553 , 179553 ,                 
 2021-11-30 10:27:15 ,     68 ,  68040 ,  68040 ,                 
 2021-11-30 10:27:16 ,     97 , 132460 , 132460 ,                 
 2021-11-30 10:27:17 ,    101 , 133282 , 133282 ,                 
 2021-11-30 10:27:18 ,     72 ,  80589 ,  80589 ,                 
 2021-11-30 10:27:19 ,    131 , 160328 , 160328 ,                 
 2021-11-30 10:27:20 ,    131 , 160941 , 160941 ,                 
 2021-11-30 10:27:21 ,    136 , 130597 , 130597 ,                 
 2021-11-30 10:27:22 ,    285 , 270890 , 270890 ,                 
 2021-11-30 10:27:23 ,    190 , 199020 , 199020 ,                 
 2021-11-30 10:27:24 ,    236 , 204740 , 204740 ,                 
 2021-11-30 10:27:25 ,    286 , 270316 , 270316 ,                 
 2021-11-30 10:27:26 ,    188 , 200304 , 200304 ,                 
 2021-11-30 10:27:27 ,    222 , 195207 , 195207 ,                 
 2021-11-30 10:27:28 ,    164 , 199508 , 199508 ,                 
 2021-11-30 10:27:29 ,    234 , 268560 , 268560 ,                 
 2021-11-30 10:27:30 ,    184 , 202700 , 202700 ,                 
 2021-11-30 10:27:31 ,    165 , 202962 , 202962 ,                 
 2021-11-30 10:27:32 ,    208 , 263060 , 263060 ,                 
