 Date and time       , Frames ,  Bytes  ,  BYTES  ,               
 2021-11-30 12:36:24 ,    191 ,   54771 ,   54771 ,               
 2021-11-30 12:36:25 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:36:26 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:36:27 ,     37 ,    2021 ,    2021 ,               
 2021-11-30 12:36:28 ,    592 ,  465017 ,  465017 ,               
 2021-11-30 12:36:29 ,     40 ,   13082 ,   13082 ,               
 2021-11-30 12:36:30 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:36:31 ,      8 ,    1022 ,    1022 ,               
 2021-11-30 12:36:32 ,      8 ,     320 ,     320 ,               
 2021-11-30 12:36:33 ,      5 ,     741 ,     741 ,               
 2021-11-30 12:36:34 ,     20 ,    8628 ,    8628 ,               
 2021-11-30 12:36:35 ,     23 ,   15699 ,   15651 ,               
 2021-11-30 12:36:36 ,     43 ,   17674 ,   17626 ,               
 2021-11-30 12:36:37 ,     12 ,    3033 ,    3033 ,               
 2021-11-30 12:36:38 ,     16 ,   11904 ,   11904 ,               
 2021-11-30 12:36:39 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:36:40 ,     84 ,   71898 ,   71898 ,               
 2021-11-30 12:36:41 ,     93 ,   62364 ,   62364 ,               
 2021-11-30 12:36:42 ,    254 ,  183125 ,  183125 ,               
 2021-11-30 12:36:43 ,    248 ,  180478 ,  180478 ,               
 2021-11-30 12:36:44 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:36:45 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:36:46 ,      5 ,     423 ,     423 ,               
 2021-11-30 12:36:47 ,    140 ,  101344 ,  101344 ,               
 2021-11-30 12:36:48 ,    639 ,  577496 ,  577496 ,               
 2021-11-30 12:36:49 ,   1279 , 1001604 , 1001604 ,               
 2021-11-30 12:36:50 ,    374 ,  419602 ,  419602 ,               
 2021-11-30 12:36:51 ,      5 ,     741 ,     741 ,               
 2021-11-30 12:36:52 ,     40 ,   10904 ,   10904 ,               
 2021-11-30 12:36:53 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:36:54 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:36:55 ,    230 ,  188180 ,  188180 ,               
 2021-11-30 12:36:56 ,   1620 , 1584194 , 1584194 ,               
 2021-11-30 12:36:57 ,    774 ,  870466 ,  870466 ,               
 2021-11-30 12:36:58 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:36:59 ,     44 ,   15214 ,   15214 ,               
 2021-11-30 12:37:00 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:37:01 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:37:02 ,      8 ,     320 ,     320 ,               
 2021-11-30 12:37:03 ,      1 ,      48 ,       0 ,               
 2021-11-30 12:37:04 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:37:05 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:37:06 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:37:07 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:37:08 ,      1 ,      48 ,       0 ,               
 2021-11-30 12:37:09 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:37:10 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:37:11 ,    188 ,  161156 ,  161156 ,               
 2021-11-30 12:37:12 ,   1086 ,  721136 ,  721136 ,               
 2021-11-30 12:37:13 ,   2767 , 2675392 , 2675392 ,               
 2021-11-30 12:37:14 ,   1067 , 1070856 , 1070856 ,               
 2021-11-30 12:37:15 ,   2495 , 2540717 , 2540717 ,               
 2021-11-30 12:37:16 ,      9 ,    2224 ,    2224 ,               
 2021-11-30 12:37:17 ,     12 ,     480 ,     480 ,               
 2021-11-30 12:37:18 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:37:19 ,     63 ,   40133 ,   40133 ,               
 2021-11-30 12:37:20 ,   2614 , 2477384 , 2477384 ,               
 2021-11-30 12:37:21 ,   2428 , 2708526 , 2708526 ,               
 2021-11-30 12:37:22 ,   2735 , 2635875 , 2635875 ,               
 2021-11-30 12:37:23 ,   1191 ,  931802 ,  931802 ,               
 2021-11-30 12:37:24 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:37:25 ,      9 ,    2662 ,    2662 ,               
 2021-11-30 12:37:26 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:37:27 ,    671 ,  608660 ,  608660 ,               
 2021-11-30 12:37:28 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:37:29 ,     41 ,   11487 ,   11487 ,               
 2021-11-30 12:37:30 ,    191 ,   98742 ,   98742 ,               
 2021-11-30 12:37:31 ,     76 ,   36008 ,   36008 ,               
 2021-11-30 12:37:32 ,     98 ,   27611 ,   27611 ,               
 2021-11-30 12:37:33 ,     35 ,   13590 ,   13590 ,               
 2021-11-30 12:37:34 ,   1371 ,  865737 ,  865737 ,               
 2021-11-30 12:37:35 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:37:36 ,    535 ,  418155 ,  418155 ,               
 2021-11-30 12:37:37 ,      8 ,     320 ,     320 ,               
 2021-11-30 12:37:38 ,      1 ,      60 ,      60 ,               
 2021-11-30 12:37:39 ,    223 ,  131967 ,  131967 ,               
 2021-11-30 12:37:40 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:37:41 ,     26 ,   11416 ,   11416 ,               
 2021-11-30 12:37:42 ,     19 ,    2768 ,    2768 ,               
 2021-11-30 12:37:43 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:37:44 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:37:45 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:37:46 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:37:47 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:37:48 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:37:49 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:37:50 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:37:51 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:37:52 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:37:53 ,     45 ,   13174 ,   13174 ,               
 2021-11-30 12:37:54 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:37:55 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:37:56 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:37:57 ,      4 ,     160 ,     160 ,               
 2021-11-30 12:37:58 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:37:59 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:00 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:01 ,      1 ,      48 ,       0 ,               
 2021-11-30 12:38:02 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:03 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:04 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:05 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:06 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:07 ,      1 ,      48 ,       0 ,               
 2021-11-30 12:38:08 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:09 ,     35 ,   11248 ,   11248 ,               
 2021-11-30 12:38:10 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:11 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:12 ,      6 ,     560 ,     560 ,               
 2021-11-30 12:38:13 ,      2 ,     400 ,     400 ,               
 2021-11-30 12:38:14 ,      2 ,     400 ,     400 ,               
 2021-11-30 12:38:15 ,      2 ,     400 ,     400 ,               
 2021-11-30 12:38:16 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:17 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:18 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:19 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:20 ,     44 ,    9592 ,    9592 ,               
 2021-11-30 12:38:21 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:22 ,      4 ,     160 ,     160 ,               
 2021-11-30 12:38:23 ,     37 ,   11002 ,   11002 ,               
 2021-11-30 12:38:24 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:25 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:26 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:27 ,      4 ,     160 ,     160 ,               
 2021-11-30 12:38:28 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:29 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:30 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:31 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:32 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:33 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:34 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:35 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:36 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:37 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:38 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:39 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:40 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:41 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:42 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:38:43 ,      0 ,       0 ,       0 ,               
