 Date and time       , Frames ,  Bytes  ,  BYTES  ,               
 2021-11-30 13:22:08 ,    458 ,  246205 ,  246205 ,               
 2021-11-30 13:22:09 ,    449 ,  219106 ,  219106 ,               
 2021-11-30 13:22:10 ,    257 ,  140692 ,  140692 ,               
 2021-11-30 13:22:11 ,    438 ,  313021 ,  313021 ,               
 2021-11-30 13:22:12 ,    156 ,   47506 ,   47506 ,               
 2021-11-30 13:22:13 ,   1261 , 1317747 , 1317747 ,               
 2021-11-30 13:22:14 ,     42 ,    6980 ,    6932 ,               
 2021-11-30 13:22:15 ,     43 ,   12379 ,   12331 ,               
 2021-11-30 13:22:16 ,    539 ,  416664 ,  416664 ,               
 2021-11-30 13:22:17 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:22:18 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:22:19 ,      8 ,     320 ,     320 ,               
 2021-11-30 13:22:20 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:22:21 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:22:22 ,     78 ,   37426 ,   37426 ,               
 2021-11-30 13:22:23 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:22:24 ,      4 ,     160 ,     160 ,               
 2021-11-30 13:22:25 ,     43 ,   11560 ,   11560 ,               
 2021-11-30 13:22:26 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:22:27 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:22:28 ,    707 ,  571859 ,  571859 ,               
 2021-11-30 13:22:29 ,     43 ,   20298 ,   20298 ,               
 2021-11-30 13:22:30 ,   2106 , 2109404 , 2109404 ,               
 2021-11-30 13:22:31 ,      1 ,      48 ,       0 ,               
 2021-11-30 13:22:32 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:22:33 ,      1 ,      48 ,       0 ,               
 2021-11-30 13:22:34 ,      4 ,     160 ,     160 ,               
 2021-11-30 13:22:35 ,     39 ,   11404 ,   11404 ,               
 2021-11-30 13:22:36 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:22:37 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:22:38 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:22:39 ,      4 ,     160 ,     160 ,               
 2021-11-30 13:22:40 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:22:41 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:22:42 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:22:43 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:22:44 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:22:45 ,    764 ,  599589 ,  599589 ,               
 2021-11-30 13:22:46 ,     42 ,   15269 ,   15269 ,               
