 Date and time       , Frames ,  Bytes  ,  BYTES  ,               
 2021-11-30 13:39:36 ,    413 ,  169259 ,  169259 ,               
 2021-11-30 13:39:37 ,    481 ,  214397 ,  214397 ,               
 2021-11-30 13:39:38 ,    679 ,  483039 ,  483039 ,               
 2021-11-30 13:39:39 ,     96 ,   29901 ,   29901 ,               
 2021-11-30 13:39:40 ,    179 ,   88150 ,   88102 ,               
 2021-11-30 13:39:41 ,   1344 , 1294509 , 1294509 ,               
 2021-11-30 13:39:42 ,      1 ,      48 ,       0 ,               
 2021-11-30 13:39:43 ,      8 ,    1356 ,    1356 ,               
 2021-11-30 13:39:44 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:39:45 ,    359 ,  387225 ,  387225 ,               
 2021-11-30 13:39:46 ,     12 ,     480 ,     480 ,               
 2021-11-30 13:39:47 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:39:48 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:39:49 ,     39 ,   11403 ,   11403 ,               
 2021-11-30 13:39:50 ,     34 ,   24404 ,   24404 ,               
 2021-11-30 13:39:51 ,      9 ,     653 ,     653 ,               
 2021-11-30 13:39:52 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:39:53 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:39:54 ,      1 ,      48 ,       0 ,               
 2021-11-30 13:39:55 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:39:56 ,    748 ,  573499 ,  573499 ,               
 2021-11-30 13:39:57 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:39:58 ,   1309 , 1585795 , 1585795 ,               
 2021-11-30 13:39:59 ,    456 ,  532607 ,  532607 ,               
 2021-11-30 13:40:00 ,      1 ,      48 ,       0 ,               
 2021-11-30 13:40:01 ,      8 ,     320 ,     320 ,               
 2021-11-30 13:40:02 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:40:03 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:40:04 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:40:05 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:40:06 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:40:07 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:40:08 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:40:09 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:40:10 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:40:11 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:40:12 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:40:13 ,    805 ,  610764 ,  610764 ,               
 2021-11-30 13:40:14 ,     13 ,    5028 ,    5028 ,               
 2021-11-30 13:40:15 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:40:16 ,      8 ,     320 ,     320 ,               
 2021-11-30 13:40:17 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:40:18 ,      5 ,     741 ,     741 ,               
 2021-11-30 13:40:19 ,   1895 , 2052686 , 2052686 ,               
 2021-11-30 13:40:20 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:40:21 ,      4 ,     160 ,     160 ,               
 2021-11-30 13:40:22 ,     33 ,   11163 ,   11163 ,               
 2021-11-30 13:40:23 ,      1 ,      48 ,       0 ,               
 2021-11-30 13:40:24 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:40:25 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:40:26 ,      4 ,     160 ,     160 ,               
 2021-11-30 13:40:27 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:40:28 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:40:29 ,    686 ,  545410 ,  545410 ,               
 2021-11-30 13:40:30 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:40:31 ,     52 ,   15754 ,   15754 ,               
 2021-11-30 13:40:32 ,   2536 , 2173975 , 2173975 ,               
 2021-11-30 13:40:33 ,   2354 , 2681784 , 2681784 ,               
 2021-11-30 13:40:34 ,   1718 , 1753585 , 1753585 ,               
 2021-11-30 13:40:35 ,   2570 , 2762622 , 2762574 ,               
 2021-11-30 13:40:36 ,   2132 , 2495336 , 2495336 ,               
 2021-11-30 13:40:37 ,   1572 , 1748840 , 1748840 ,               
 2021-11-30 13:40:38 ,    181 ,  101481 ,  101481 ,               
 2021-11-30 13:40:39 ,     94 ,   44479 ,   44479 ,               
 2021-11-30 13:40:40 ,    829 ,  865101 ,  865101 ,               
 2021-11-30 13:40:41 ,     68 ,   15672 ,   15672 ,               
 2021-11-30 13:40:42 ,    616 ,  392964 ,  392964 ,               
 2021-11-30 13:40:43 ,     89 ,   41704 ,   41704 ,               
 2021-11-30 13:40:44 ,    184 ,  123824 ,  123824 ,               
 2021-11-30 13:40:45 ,    260 ,  213434 ,  213434 ,               
 2021-11-30 13:40:46 ,    621 ,  422502 ,  422502 ,               
 2021-11-30 13:40:47 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:40:48 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:40:49 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:40:50 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:40:51 ,      8 ,     320 ,     320 ,               
 2021-11-30 13:40:52 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:40:53 ,    882 ,  709986 ,  709986 ,               
 2021-11-30 13:40:54 ,    228 ,  275181 ,  275181 ,               
 2021-11-30 13:40:55 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:40:56 ,      4 ,     160 ,     160 ,               
 2021-11-30 13:40:57 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:40:58 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:40:59 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:00 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:01 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:02 ,     41 ,   11483 ,   11483 ,               
 2021-11-30 13:41:03 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:04 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:05 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:06 ,      4 ,     160 ,     160 ,               
 2021-11-30 13:41:07 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:08 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:09 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:10 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:11 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:12 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:13 ,     44 ,   13477 ,   13477 ,               
 2021-11-30 13:41:14 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:15 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:16 ,      2 ,      80 ,      80 ,               
 2021-11-30 13:41:17 ,      2 ,      80 ,      80 ,               
 2021-11-30 13:41:18 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:19 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:20 ,      1 ,      48 ,       0 ,               
 2021-11-30 13:41:21 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:22 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:23 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:24 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:25 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:26 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:27 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:28 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:29 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:30 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:31 ,      2 ,     400 ,     400 ,               
 2021-11-30 13:41:32 ,      2 ,     400 ,     400 ,               
 2021-11-30 13:41:33 ,      2 ,     400 ,     400 ,               
 2021-11-30 13:41:34 ,      7 ,    1141 ,    1141 ,               
 2021-11-30 13:41:35 ,     40 ,    8734 ,    8734 ,               
 2021-11-30 13:41:36 ,      2 ,      80 ,      80 ,               
 2021-11-30 13:41:37 ,      2 ,      80 ,      80 ,               
 2021-11-30 13:41:38 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:39 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:40 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:41 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:42 ,     33 ,   11169 ,   11169 ,               
 2021-11-30 13:41:43 ,      7 ,    1081 ,    1081 ,               
 2021-11-30 13:41:44 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:45 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:46 ,      4 ,     160 ,     160 ,               
 2021-11-30 13:41:47 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:48 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:49 ,      1 ,      48 ,       0 ,               
 2021-11-30 13:41:50 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:51 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:52 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:53 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:54 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:55 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:56 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:57 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:58 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:41:59 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:00 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:01 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:02 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:03 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:04 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:05 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:06 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:07 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:08 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:09 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:10 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:11 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:12 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:13 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:14 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:15 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:16 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:17 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:18 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:19 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:20 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:21 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:22 ,     39 ,   11408 ,   11408 ,               
 2021-11-30 13:42:23 ,      8 ,    1121 ,    1121 ,               
 2021-11-30 13:42:24 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:25 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:26 ,      4 ,     160 ,     160 ,               
 2021-11-30 13:42:27 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:28 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:29 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:30 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:31 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:32 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:33 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:34 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:35 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:36 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:37 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:38 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:39 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:40 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:41 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:42 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:43 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:44 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:45 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:46 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:47 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:48 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:49 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:50 ,     42 ,   12525 ,   12525 ,               
 2021-11-30 13:42:51 ,      4 ,     160 ,     160 ,               
 2021-11-30 13:42:52 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:53 ,     33 ,   10840 ,   10840 ,               
 2021-11-30 13:42:54 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:55 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:56 ,      4 ,     160 ,     160 ,               
 2021-11-30 13:42:57 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:58 ,      0 ,       0 ,       0 ,               
 2021-11-30 13:42:59 ,      0 ,       0 ,       0 ,               
