 Date and time       , Frames ,  Bytes  ,  BYTES  ,               
 2021-11-30 12:32:29 ,    366 ,  189846 ,  189846 ,               
 2021-11-30 12:32:30 ,    483 ,  244316 ,  244316 ,               
 2021-11-30 12:32:31 ,    627 ,  431158 ,  431158 ,               
 2021-11-30 12:32:32 ,    153 ,   51895 ,   51895 ,               
 2021-11-30 12:32:33 ,   1607 , 1354453 , 1354453 ,               
 2021-11-30 12:32:34 ,     20 ,    6087 ,    6087 ,               
 2021-11-30 12:32:35 ,     67 ,   12536 ,   12440 ,               
 2021-11-30 12:32:36 ,      7 ,    1186 ,    1186 ,               
 2021-11-30 12:32:37 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:32:38 ,    536 ,  416292 ,  416292 ,               
 2021-11-30 12:32:39 ,     14 ,    6760 ,    6760 ,               
 2021-11-30 12:32:40 ,      8 ,     320 ,     320 ,               
 2021-11-30 12:32:41 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:32:42 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:32:43 ,     73 ,   35101 ,   35101 ,               
 2021-11-30 12:32:44 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:32:45 ,     45 ,   11645 ,   11645 ,               
 2021-11-30 12:32:46 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:32:47 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:32:48 ,     29 ,   16801 ,   16801 ,               
 2021-11-30 12:32:49 ,    688 ,  555450 ,  555450 ,               
 2021-11-30 12:32:50 ,      9 ,     368 ,     320 ,               
 2021-11-30 12:32:51 ,   1669 , 1662292 , 1662292 ,               
 2021-11-30 12:32:52 ,    383 ,  463532 ,  463484 ,               
 2021-11-30 12:32:53 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:32:54 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:32:55 ,     39 ,   11404 ,   11404 ,               
 2021-11-30 12:32:56 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:32:57 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:32:58 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:32:59 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:33:00 ,      4 ,     160 ,     160 ,               
 2021-11-30 12:33:01 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:33:02 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:33:03 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:33:04 ,     29 ,   16802 ,   16802 ,               
 2021-11-30 12:33:05 ,    730 ,  582579 ,  582579 ,               
 2021-11-30 12:33:06 ,     39 ,   11080 ,   11080 ,               
 2021-11-30 12:33:07 ,     21 ,    6426 ,    6426 ,               
 2021-11-30 12:33:08 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:33:09 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:33:10 ,     50 ,   33244 ,   33244 ,               
 2021-11-30 12:33:11 ,   1953 , 2024297 , 2024297 ,               
 2021-11-30 12:33:12 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:33:13 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:33:14 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:33:15 ,      4 ,     160 ,     160 ,               
 2021-11-30 12:33:16 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:33:17 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:33:18 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:33:19 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:33:20 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:33:21 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:33:22 ,    710 ,  546370 ,  546322 ,               
 2021-11-30 12:33:23 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:33:24 ,      1 ,      48 ,       0 ,               
 2021-11-30 12:33:25 ,     41 ,   11725 ,   11725 ,               
 2021-11-30 12:33:26 ,   2231 , 1858865 , 1858865 ,               
 2021-11-30 12:33:27 ,   2530 , 2601472 , 2601472 ,               
 2021-11-30 12:33:28 ,   2652 , 2554800 , 2554800 ,               
 2021-11-30 12:33:29 ,     68 ,   51510 ,   51510 ,               
 2021-11-30 12:33:30 ,      8 ,     320 ,     320 ,               
 2021-11-30 12:33:31 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:33:32 ,    141 ,   68191 ,   68191 ,               
 2021-11-30 12:33:33 ,     96 ,   43254 ,   43254 ,               
 2021-11-30 12:33:34 ,     32 ,   13847 ,   13847 ,               
 2021-11-30 12:33:35 ,     27 ,    6278 ,    6278 ,               
 2021-11-30 12:33:36 ,     71 ,   20134 ,   20134 ,               
 2021-11-30 12:33:37 ,   1374 ,  876132 ,  876132 ,               
 2021-11-30 12:33:38 ,    800 ,  613810 ,  613810 ,               
 2021-11-30 12:33:39 ,     64 ,   30827 ,   30827 ,               
 2021-11-30 12:33:40 ,     16 ,     640 ,     640 ,               
 2021-11-30 12:33:41 ,     18 ,    5101 ,    5101 ,               
 2021-11-30 12:33:42 ,     34 ,    9274 ,    9274 ,               
 2021-11-30 12:33:43 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:33:44 ,    685 ,  424368 ,  424368 ,               
 2021-11-30 12:33:45 ,      8 ,     320 ,     320 ,               
 2021-11-30 12:33:46 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:33:47 ,    276 ,  144022 ,  144022 ,               
 2021-11-30 12:33:48 ,   1037 ,  982241 ,  982241 ,               
 2021-11-30 12:33:49 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:33:50 ,     81 ,   22211 ,   22211 ,               
 2021-11-30 12:33:51 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:33:52 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:33:53 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:33:54 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:33:55 ,      4 ,     160 ,     160 ,               
 2021-11-30 12:33:56 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:33:57 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:33:58 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:33:59 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:34:00 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:34:01 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:34:02 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:34:03 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:34:04 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:34:05 ,      0 ,       0 ,       0 ,               
 2021-11-30 12:34:06 ,      4 ,     701 ,     701 ,               
 2021-11-30 12:34:07 ,     41 ,   11931 ,   11931 ,               
 2021-11-30 12:34:08 ,      0 ,       0 ,       0 ,               
